116th Bill Name,117th Bill Name,Long Title
116-HB5005,117-HB8202,"To amend the Federal Food, Drug, and Cosmetic Act to require a recall of electronic nicotine delivery systems that have not been subject to premarket review, and for other purposes."
116-HB3444,117-HB4379,"To amend the Richard B. Russell National School Lunch Act to require the Secretary of Agriculture to make loan guarantees and grants to finance certain improvements to school lunch facilities, to train school food service personnel, and for other purposes."
116-HB8972,117-HB1592,"To combat forced organ harvesting and trafficking in persons for purposes of the removal of organs, and for other purposes."
116-HB4866,117-HB4369,"To amend the 21st Century Cures Act to provide for designation of institutions of higher education that provide research, data, and leadership on continuous manufacturing as National Centers of Excellence in Continuous Pharmaceutical Manufacturing, and for other purposes."
116-HB5577,117-HB864,To amend title II of the Social Security Act to exclude from creditable wages and self-employment income wages earned for services by aliens illegally performed in the United States and self-employment income derived from a trade or business illegally conducted in the United States.
116-HB8910,117-HB2756,"To require a study of the barriers to conservation practice adoption on leased agricultural land, and for other purposes."
116-HB5421,117-HB1910,To amend the Controlled Substances Act to list fentanyl-related substances as schedule I controlled substances.
116-HB7567,117-HB6888,"To amend the Federal Food, Drug, and Cosmetic Act to improve the treatment of rare diseases and conditions, and for other purposes."
116-HB7949,117-HB4867,"To direct the chief information officer of each agency to increase efforts to manage data centers, and for other purposes."
116-HB5804,117-HB2795,"To amend the Homeland Security Act of 2002 to enhance the Blue Campaign of the Department of Homeland Security, and for other purposes."
116-HB8539,117-HB472,"To reduce the size of the seat of the Government of the United States to the area comprised of the principal Federal monuments, the White House, the United States Capitol, the United States Supreme Court Building, and the Federal executive, legislative, and judicial office buildings located adjacent to the Mall and the United States Capitol, to provide for the retrocession of the remaining area of the District of Columbia to the State of Maryland, and for other purposes."
116-HB6999,117-HB593,"To establish the Coronavirus Mental Health and Addiction Assistance Network, and for other purposes."
116-HB7162,117-HB5246,"To amend the Federal Meat Inspection Act to allow the interstate sale of State-inspected meat, and for other purposes."
116-HB8046,117-HB4179,"To direct the Secretary of Labor, in coordination with other agencies, to conduct a study on the factors affecting the employment opportunities in the United States of immigrants and refugees who have professional credentials obtained in foreign countries, and for other purposes."
116-HB8734,117-HB215,To amend the Congressional Accountability Act of 1995 to prohibit the imposition of a nondisclosure agreement as a condition of the payment of any award or settlement in connection with a violation of such Act.
116-HB8034,117-HB1957,"To amend title 38, United States Code, to direct the Secretary of Veterans Affairs to provide coverage for infertility treatment and standard fertility preservation services, and for other purposes."
116-HB6247,117-HB3199,"To establish a competitive grant program at the U.S. Department of Education to support the development, production, and distribution of public media programming designed to prepare Americans for in-demand occupations that address the needs of State and local economies."
116-HB2783,117-HB2064,"To amend the Immigration and Nationality Act to provide for certain protections for aliens granted temporary protected status or deferred enforced departure, and for other purposes."
116-HB3989,117-HB4876,"To establish a Science Advisory Board at the Department of Justice, and for other purposes."
116-HB8552,117-HB4596,"To amend the Higher Education Act of 1965 to require institutions of higher education to establish record-management plans in order to be accredited or continue to be accredited, and for other purposes."
116-HB8626,117-HB448,"To direct the Secretary of Energy to carry out a grant program to improve the energy resilience, energy democracy, and security of communities, prioritizing environmental justice communities, and for other purposes."
116-HB4540,117-HB2337,To amend title II of the Social Security Act to provide an equitable Social Security formula for individuals with noncovered employment and to provide relief for individuals currently affected by the Windfall Elimination Provision.
116-HB7279,117-HB428,"To amend title 11 of the United States Code to prohibit the payment of bonuses to highly compensated individuals employed by the debtor and insiders of the debtor to perform services during the bankruptcy case, and for other purposes."
116-HB8207,117-HB2195,"To amend title 38, United States Code, to clarify the scope of procedural rights of members of the uniformed services with respect to their employment and reemployment rights, and for other purposes."
116-HB8237,117-HB2195,"To amend title 38, United States Code, to clarify the scope of procedural rights of members of the uniformed services with respect to their employment and reemployment rights, and for other purposes."
116-HB7279,117-HB5554,"To amend title 11 of the United States Code to prohibit the payment of bonuses to highly compensated individuals employed by the debtor and insiders of the debtor to perform services during the bankruptcy case, and for other purposes."
116-HB5854,117-HB3789,"To authorize the Secretary of Education to make grants to eligible schools to assist such schools to discontinue use of a derogatory or discriminatory name or depiction as a team name, mascot, or nickname, and for other purposes."
116-HB7784,117-HB2429,"To amend title 38, United States Code, to improve the staffing, transparency, and accountability of the law enforcement operations of the Department of Veterans Affairs, and for other purposes."
116-HB6902,117-HB1394,"To authorize the Secretary of Education to award grants to eligible entities to carry out educational programs that include the history of peoples of African descent in the settling and founding of America, the economic and political environments that led to the development, institutionalization, and abolition of slavery and its impact on all Americans, the exploration and expansion of America, impact on and contributions to the development and enhancement of American life, United States history, literature, the economy, politics, body of laws, and culture, and for other purposes."
116-HB8684,117-HB6148,"To provide for the establishment of the Alabama Underwater Forest National Marine Sanctuary, and for other purposes."
116-HB4904,117-HB3653,"To reduce spending on nuclear weapons and related defense spending and to prohibit the procurement and deployment of low-yield nuclear warheads, and for other purposes."
116-HB8992,117-HB4484,"To amend the Homeland Security Act of 2002 to provide for certain succession reforms, and for other purposes."
116-HB9011,117-HB107,"To provide funds to the Centers for Medicare & Medicaid Services to provide grants to entities to establish lung cancer screening registries approved by the Centers for Medicare & Medicaid Services for submission of certain data required for reimbursement under the Medicare program for certain screening services, and for other purposes."
116-HB4766,117-HB628,"To amend title 46, United States Code, to exclude certain aquaculture workers from treatment as seamen for the purpose of liability in the event of injury or death, and for other purposes."
116-HB8565,117-HB3716,"To require agencies to analyze how certain rules impact children, and for other purposes."
116-HB8378,117-HB4451,To amend the securities laws to exclude investment contract assets from the definition of a security.
116-HB8558,117-HB469,To amend the Employee Retirement Income Security Act of 1974 to provide for health coverage of nipple-areolar complex tattooing in connection with reconstructive surgery following mastectomy and to amend titles XVIII and XIX of the Social Security Act to extend coverage of certain breast reconstructive services following mastectomy under the Medicare and Medicaid programs.
116-HB7186,117-HB2854,"To amend the Federal Power Act to require the Electric Reliability Organization to propose a reliability standard that addresses the resilience of the bulk-power system, and for other purposes."
116-HB4603,117-HB8472,To amend the Higher Education Act of 1965 to provide for Federal student loan reform.
116-HB8432,117-HB4972,"To require the establishment of an advanced energy technology research initiative and an advanced energy technology and modeling grant program, and for other purposes."
116-HB4806,117-HB1002,"To amend the Controlled Substances Act to authorize the debarment of certain registrants, and for other purposes."
116-HB5672,117-HB6895,"To establish the Commission on Sustaining Medicare and Social Security, and for other purposes."
116-HB5028,117-HB4732,"To amend title 38, United States Code, to codify the authority of the Secretary of Veterans Affairs to assign a disability rating of total to a veteran by reason of unemployability, and for other purposes."
116-HB7527,117-HB2653,To rescue domestic medical manufacturing activity by providing incentives in economically distressed areas of the United States and its possessions.
116-HB7457,117-HB3042,"To establish a national motor carrier safety selection standard for entities that contract with certain motor carriers to transport goods, and for other purposes."
116-HB7038,117-HB1356,"To amend title 23, United States Code, to include additional eligible uses of revenue from tolls, and for other purposes."
116-HB9019,117-HB655,"To amend the Helium Act to ensure continued access to helium for holders of Federal research grants, and for other purposes."
116-HB6257,117-HB2741,To modify rules relating to 403(b) plans.
116-HB6397,117-HB5084,"To amend the Higher Education Act of 1965 to provide for the refinancing of certain Federal student loans, and for other purposes."
116-HB4890,117-HB1182,"To provide benefits for noncitizen members of the Armed Forces, and for other purposes."
116-HB8462,117-HB481,To safeguard taxpayer resources and strengthen the Nation's resilience against severe storms and flooding.
116-HB3881,117-HB7056,"To amend section 214(c)(8) of the Immigration and Nationality Act to modify the data reporting requirements relating to nonimmigrant employees, and for other purposes."
116-HB6236,117-HB6978,"To amend the Higher Education Act of 1965 to provide for certain freedom of association protections, and for other purposes."
116-HB6204,117-HB2192,"To provide for recovery by individuals who were stationed, lived, or worked at Camp Lejeune, for certain actions of omissions by the United States."
116-HB2375,117-HB2891,"To prohibit prescription drug companies from compensating other prescription drug companies to delay the entry of a generic drug, biosimilar biological product, or interchangeable biological product into the market."
116-HB3745,117-HB3279,"To provide physical standards and reform the inspection process for housing assisted under section 8 of the United States Housing Act of 1937, and for other purposes."
116-HB5980,117-HB1950,"To amend title 5, United States Code, to provide for the temporary halt in pension payments for Members of Congress sentenced for certain offenses, and for other purposes."
116-HB7383,117-HB2385,"To direct the Comptroller General of the United States to conduct a study regarding women involuntarily separated or discharged from the Armed Forces due to pregnancy or parenthood, and for other purposes."
116-HB8543,117-HB3717,To require the Secretary of Energy to establish a program to provide grants to improve power lines.
116-HB5935,117-HB1680,"To amend chapter 44 of title 18, United States Code, to more comprehensively address the interstate transportation of firearms or ammunition."
116-HB4285,117-HB5293,"To amend title 38, United States Code, to extend and modify certain authorities and requirements relating to the Department of Veterans Affairs, and for other purposes."
116-HB5873,117-HB1842,To require the Secretary of the Treasury to mint commemorative coins in recognition of the Bicentennial of Harriet Tubman's birth.
116-HB8917,117-HB1287,"To amend the Omnibus Parks and Public Lands Management Act of 1996 to extend the authorization of the South Carolina National Heritage Corridor, and for other purposes."
116-HB7454,117-HB4705,"To amend the Agricultural Act of 2014 to modify the treatment of revenue from timber sale contracts and certain payments made by counties to the Secretary of Agriculture and the Secretary of the Interior under good neighbor agreements, and for other purposes."
116-HB8963,117-HB2452,"To amend the Pittman-Robertson Wildlife Restoration Act and the Dingell-Johnson Sport Fish Restoration Act to treat the District of Columbia the same as a State for purposes of such Acts, and for other purposes."
116-HB8937,117-HB5397,"To amend requirements for awarding the National Medal of Science, the National Medal of Arts, and the National Technology and Innovation Medal, and for other purposes."
116-HB8845,117-HB1946,To amend title XVIII of the Social Security Act to provide for Medicare coverage of multi-cancer early detection screening tests.
116-HB8701,117-HB2669,"To amend the Robert T. Stafford Disaster Relief and Emergency Assistance Act to provide for the authority to reimburse local governments or electric cooperatives for interest expenses, and for other purposes."
116-HB8889,117-HB5905,"To amend title 38, United States Code, to extend to Black veterans of World War II, and surviving spouses and certain direct descendants of such veterans, eligibility for certain housing loans and educational assistance administered by the Secretary of Veterans Affairs, and for other purposes."
116-HB8710,117-HB3994,"To amend title 38, United States Code, to extend the authorization period for emergency treatment in non-Department of Veterans Affairs medical facilities under the Veterans Community Care Program."
116-HB2493,117-HB3994,"To amend title 38, United States Code, to extend the authorization period for emergency treatment in non-Department of Veterans Affairs medical facilities under the Veterans Community Care Program."
116-HB3078,117-HB3644,To amend the Internal Revenue Code of 1986 to reduce the age for making catch-up contributions to retirement accounts to take into account time out of the workforce to provide dependent care services.
116-HB5846,117-HB5790,To provide for working with allies to seek increased compliance by China with certain OECD export credit standards.
116-HB8018,117-HB6503,To amend the District of Columbia Home Rule Act to permit the District of Columbia to establish the timing of special elections for local office in the District of Columbia.
116-HB3794,117-HB3326,"To promote the development of renewable energy on public lands, and for other purposes."
116-HB6794,117-HB618,"To promote access to mortgage credit during the COVID-19 pandemic by preventing restrictions on providing Federal backing for single-family mortgage loans in forbearance, and for other purposes."
116-HB8648,117-HB1527,"To establish the Homeland Security Investigations victim assistance program, and for other purposes."
116-HB5376,117-HB1198,"To amend title 18, United States Code, to require a provider of a report to the CyberTipline related to online sexual exploitation of children to preserve the contents of such report for 180 days, and for other purposes."
116-HB7304,117-HB862,"To authorize the Administrator of the Environmental Protection Agency to award grants to eligible entities to reduce greenhouse gas emissions at ports, and for other purposes."
116-HB8677,117-HB3371,To provide payments for home health services furnished via visual or audio telecommunication systems during an emergency period.
116-HB5737,117-HB6935,"To expand the authorization of voluntary Federal grazing permit retirement, provide increased flexibility for Federal grazing permittees, promote the equitable resolution or avoidance of conflicts on Federal lands managed by the Department of Agriculture or the Department of the Interior, and for other purposes."
116-HB7100,117-HB1570,"To encourage greater community accountability of law enforcement agencies, and for other purposes."
116-HB8991,117-HB589,"To amend the Help America Vote Act of 2002 to prohibit the use of voting systems in elections for Federal office whose hardware and software components are not manufactured and maintained in the United States or which are produced by foreign entities, and for other purposes."
116-HB9020,117-HB5499,To direct the Secretary of Veterans Affairs to expedite the processing of claims for disability compensation by veterans affected by major disasters.
116-HB9017,117-HB3058,To temporarily allow a deduction for the trade or business expenses of employees.
116-HB8406,117-HB1835,"Making emergency supplemental appropriations for the fiscal year ending September 30, 2021, and for other purposes."
116-HB3234,117-HB4271,To ensure greater accountability by licensed firearms dealers.
116-HB3794,117-HB3330,"To promote the development of renewable energy on public lands, and for other purposes."
116-HB5651,117-HB1531,To amend title V of the Social Security Act to require assurances that certain family planning service projects and programs will provide pamphlets containing the contact information of adoption centers.
116-HB8013,117-HB1927,"To prohibit taxpayer-funded gender reassignment medical interventions, and for other purposes."
116-HB9057,117-HB6149,"To amend the Public Health Service Act to develop and test an expanded and advanced role for direct-care workers who provide long-term services and supports to older adults and people with disabilities in efforts to coordinate care and improve the efficiency of service delivery, and for other purposes."
116-HB5198,117-HB6519,"To amend the Federal Food, Drug, and Cosmetic Act regarding the patient medication information required to be included in the labeling of prescription drugs, and for other purposes."
116-HB8949,117-HB2809,"To authorize the President to provide disaster assistance to States and Indian Tribes under a major disaster recovery program, and for other purposes."
116-HB5935,117-HB225,"To amend chapter 44 of title 18, United States Code, to more comprehensively address the interstate transportation of firearms or ammunition."
116-HB2817,117-HB2223,"To amend title 18, United States Code, to prohibit taking minors across State lines in circumvention of laws requiring the involvement of parents in abortion decisions."
116-HB4280,117-HB3824,"To amend title XVI of the Social Security Act to update eligibility for the supplemental security income program, and for other purposes."
116-HB8464,117-HB337,"To amend the Foreign Agents Registration Act of 1938 to clarify the application to informational materials posted on online platforms by agents of foreign principals of the disclaimer requirements applicable under such Act to informational materials transmitted by agents of foreign principals through the United States mails, and for other purposes."
116-HB1685,117-HB2274,"To amend the Higher Education Act of 1965 to improve education opportunities for physician assistants, and for other purposes."
116-HB7478,117-HB1272,"To require Federal agencies to conduct a benefit-cost analysis on relocations involving the movement of employment positions to different areas, and for other purposes."
116-HB2867,117-HB4836,"To amend chapter 44 of title 18, United States Code, to require the safe storage of firearms, and for other purposes."
116-HB8616,117-HB2632,"To eliminate any subsidies for flood insurance coverage under the National Flood Insurance Program for new construction, and for other purposes."
116-HB7715,117-HB1858,"To encourage States to permit members of the Armed Forces who are outside of the State under orders to renew a permit to carry a concealed firearm through the mail, and for other purposes."
116-HB8297,117-HB2777,"To direct the Secretary of Energy to establish and support advanced recycling research and development programs, and for other purposes."
116-HB4428,117-HB8680,"To establish a special enrollment period for family members of an individual who has died by suicide, to establish a competitive grant program to provide services and support to friends and family members impacted by an individual's suicide, and for other purposes."
116-HB4571,117-HB4532,To provide for the conduct of demonstration projects to test the effectiveness of subsidized employment for TANF recipients.
116-HB8573,117-HB8792,"To prohibit group health plans, health insurance issuers offering group or individual health insurance coverage, State plans under title XIX of the Social Security Act, State child health plans under title XXI of such Act, and the TRICARE program from applying a deductible to outpatient pediatric services."
116-HB6236,117-HB7488,"To amend the Higher Education Act of 1965 to provide for certain freedom of association protections, and for other purposes."
116-HB8556,117-HB3131,"To subsidize the salaries of State and local law enforcement officers and promote officer hiring and retention, and for other purposes."
116-HB8841,117-HB3260,"To amend the Securities Exchange Act of 1934 to require that certain issuers make disclosures regarding general ledger accounts reconciliation, and for other purposes."
116-HB5334,117-HB1898,"To amend the FAST Act to authorize appropriations for the United States Forest Service, and for other purposes."
116-HB6632,117-HB162,"To amend the CARES Act to provide for repayment terms for mortgages in forbearance, and for other purposes."
116-HB7996,117-HB498,"To authorize the Secretary of Agriculture to subsidize payments on loans made under certain rural development loan programs, and for other purposes."
116-HB8267,117-HB2975,"To amend the Energy Policy and Conservation Act to modify the definition of water heater under energy conservation standards, and for other purposes."
116-HB5056,117-HB359,"To amend title 38, United States Code, to allow individuals who are entitled to Post-9/11 educational assistance to use such assistance to repay Federal student loans."
116-HB8945,117-HB1066,"To amend the Robert T. Stafford Disaster Relief and Emergency Assistance Act to provide flexibility with the cost share for fire management assistance, and for other purposes."
116-HB6764,117-HB4321,"To amend title 10, United States Code, to improve congressional oversight and public transparency of military construction contract awards, and for other purposes."
116-HB4800,117-HB7798,To amend title IV of the Public Health Service Act to prohibit sale or transactions relating to human fetal tissue.
116-HB4732,117-HB2826,"To establish a Global Climate Change Resilience Strategy, to authorize the admission of climate-displaced persons, and for other purposes."
116-HB8973,117-HB436,"To require the Secretary of the Interior to convey certain interests in land in the State of Alaska, and for other purposes."
116-HB5870,117-HB1836,"To amend title 38, United States Code, to ensure that the time during which members of the Armed Forces serve on active duty for training qualifies for educational assistance under the Post-9/11 Educational Assistance Program of the Department of Veterans Affairs, and for other purposes."
116-HB3497,117-HB2037,To extend Federal Pell Grant eligibility of certain short-term programs.
116-HB2867,117-HB748,"To amend chapter 44 of title 18, United States Code, to require the safe storage of firearms, and for other purposes."
116-HB7873,117-HB4049,"To amend the Public Health Service Act to give a preference, with respect to project grants for preventive health services, for States that allow trained individuals to carry and administer epinephrine, and for other purposes."
116-HB8642,117-HB318,"To amend title XVIII to provide coverage and payment for certain tests and assistive telehealth consultations during the COVID-19 emergency period, and for other purposes."
116-HB7386,117-HB3333,"To ensure that federally backed financing for the construction, rehabilitation, or purchase of manufactured home communities is available only for communities whose owner has implemented minimum consumer protections in the lease agreements with residents of all manufactured home communities owned by such owner, and for other purposes."
116-HB4280,117-HB3763,"To amend title XVI of the Social Security Act to update eligibility for the supplemental security income program, and for other purposes."
116-HB869,117-HB1477,To modernize the Undetectable Firearms Act of 1988.
116-HB8560,117-HB1924,"To provide first-time, low-level, nonviolent simple possession offenders an opportunity to expunge that conviction after successful completion of court-imposed probation."
116-HB7235,117-HB8154,"To prohibit use of facial recognition technology on any image acquired by body-worn cameras of law enforcement officers, and for other purposes."
116-HB6015,117-HB733,"To authorize the Secretary of the Treasury to require special measures for domestic financial institutions in connection with INSTEX, and for other purposes."
116-HB6428,117-HB6776,"To provide for the exemption of certain earnings from the retirement earnings test, and for other purposes."
116-HB7743,117-HB5361,"To require the Secretary of Housing and Urban Development to establish a national evictions database, and for other purposes."
116-HB8916,117-HB1288,"To amend the Gullah/Geechee Cultural Heritage Act to extend the authorization of the Gullah/Geechee Cultural Heritage Corridor Commission, and for other purposes."
116-HB7086,117-HB1322,"To require an annual fiscal state of the union, and for other purposes."
116-HB8225,117-HB4435,"To amend title 18, United States Code, to prohibit certain types of fraud in the provision of immigration services, and for other purposes."
116-HB8759,117-HB1637,"To approve certain advanced biofuel registrations, to require the consideration of certain advanced biofuel pathways, and to reduce greenhouse gas emissions, and for other purposes."
116-HB3486,117-HB1267,"To amend title 18, United States Code, to prohibit corrupt foreign influence over the President, the Vice President, and their immediate family members, and for other purposes."
116-HB7738,117-HB2762,"To require the integration of climate-resilience considerations into all development work of the United States, and for other purposes."
116-HB6033,117-HB2627,"To amend the Higher Education Act of 1965 to increase the period of eligibility for Federal Pell Grants, and for other purposes."
116-HB3559,117-HB3036,"To control the export of electronic waste in order to ensure that such waste does not become the source of counterfeit goods that may reenter military and civilian electronics supply chains in the United States, and for other purposes."
116-HB2674,117-HB4423,"To enhance safety and security at federally licensed gun shops, and for other purposes."
116-HB7387,117-HB660,"To require the Secretary of Commerce to establish a grant program to benefit coastal habitats, resiliency, and the economy, and for other purposes."
116-HB4792,117-HB2236,"To establish a voluntary program to identify and promote internet-connected products that meet industry-leading cybersecurity and data security standards, guidelines, best practices, methodologies, procedures, and processes, and for other purposes."
116-HB9052,117-HB302,"To impose limits on excepting competitive service positions from the competitive service, and for other purposes."
116-HB8755,117-HB2168,"To amend title XVIII of the Social Security Act to expand the scope of practitioners eligible for payment for telehealth services under the Medicare program, and for other purposes."
116-HB7293,117-HB586,"To amend the Public Health Service Act to provide best practices on student suicide awareness and prevention training and condition State educational agencies, local educational agencies, and tribal educational agencies receiving funds under section 520A of such Act to establish and implement a school-based student suicide awareness and prevention training policy."
116-HB8217,117-HB2979,"To amend the Water Infrastructure Finance and Innovation Act of 2014 with respect to the final maturity date of certain loans, and for other purposes."
116-HB4970,117-HB1206,"To restrict the authority of the Attorney General to enter into contracts for Federal correctional facilities and community confinement facilities, and for other purposes."
116-HB5866,117-HB5245,"To require lost or stolen firearms to be reported to law enforcement authorities within 48 hours, and for other purposes."
116-HB3419,117-HB7782,"To amend title 18, United States Code, to prohibit former Members and elected officers of Congress from lobbying Congress at any time after leaving office, and for other purposes."
116-HB8563,117-HB2095,"To require the Secretary of the Army to conduct a study to determine the costs for the Corps of Engineers to ensure that certain project activities authorized under Nationwide Permit 14 comply with public safety conditions, and for other purposes."
116-HB3786,117-HB1586,"To amend the Higher Education Act of 1965 to direct the Secretary of Education to carry out a program under which an institution of higher education may elect to cosign Federal student loans made to students attending the institution, and for other purposes."
116-HB7368,117-HB3942,"To amend title 10, United States Code, to improve the process by which a member of the Armed Forces may be referred for a mental health evaluation."
116-HB7768,117-HB969,"To require that independent agencies comply with all requirements of rulemaking, and for other purposes."
116-HB1705,117-HB2715,To prevent the purchase of ammunition by prohibited purchasers.
116-HB4341,117-HB1569,"To assist in the conservation of critically endangered species in foreign countries, and for other purposes."
116-HB7064,117-HB1093,"To prohibit financial investment by a United States person in foreign industrial defense corporations with substantial contracts with, ties to, or support from, the Chinese military and affiliated entities, and for other purposes."
116-HB5818,117-HB2596,"To provide clarification regarding the common or usual name for bison and compliance with section 403 of the Federal Food, Drug, and Cosmetic Act, and for other purposes."
116-HB1156,117-HB1210,"To amend title 18, United States Code, to improve the Law Enforcement Officer Safety Act and provisions relating to the carrying of concealed weapons by law enforcement officers, and for other purposes."
116-HB8795,117-HB3692,"To amend the Marine Mammal Protection Act of 1972 to direct the Secretary of Commerce to establish a climate impact management plan for the conservation of certain marine mammal species, and for other purposes."
116-HB8885,117-HB5438,"To provide incentives for the purchase of water-efficient products, and for other purposes."
116-HB569,117-HB1494,To protect victims of stalking from gun violence.
116-HB8948,117-HB314,"To authorize the Administrator of the Environmental Protection Agency to enter into cooperative agreements with States to carry out grant programs to assist in remediation and relocation efforts relating to hazardous air pollution, and for other purposes."
116-HB3489,117-HB5654,"To authorize the Secretary of Education to establish an Advisory Commission on Serving and Supporting Students with Mental Health Disabilities in Institutions of Higher Education, and for other purposes."
116-HB5442,117-HB2484,"To amend title XXVII of the Public Health Service Act and title XVIII of the Social Security Act to require pharmacies to disclose any differential between the cost of a prescription drug based on whether certain individuals use prescription drug coverage to acquire such drug, and for other purposes."
116-HB3800,117-HB5711,To modify the Federal TRIO programs.
116-HB1454,117-HB1752,"To provide for a 3-day waiting period before a person may receive a handgun, with exceptions."
116-HB6087,117-HB251,"To amend the Higher Education Act of 1965 to create a reduction schedule for public service loan forgiveness, and for other purposes."
116-HB8490,117-HB3597,"To provide that for taxable years beginning before 1980 the Federal income tax deductibility of flight training expenses shall be determined without regard to whether such expenses were reimbursed through certain veterans educational assistance allowances, and for other purposes."
116-HB8899,117-HB3344,"To prioritize the efforts of and enhance coordination among United States agencies to encourage countries in Central and Eastern Europe to improve the security of their telecommunications networks, and for other purposes."
116-HB8674,117-HB6453,"To establish a Housing Stabilization Fund to provide emergency housing assistance to extremely low-income renters and homeowners, and for other purposes."
116-HB8643,117-HB4340,"To direct the Secretary of Defense to include in periodic health assessments of members of the Armed Forces an evaluation of whether the member has been exposed to perfluoroalkyl substances and polyfluoroalkyl substances, and for other purposes."
116-HB8775,117-HB8676,"To require the Secretary of the Interior to take certain measures with respect to protecting the Salton Sea, and for other purposes."
116-HB3312,117-HB3493,To amend the Immigration and Nationality Act to provide for an extension of the application period for certain aliens present in the United States for adjustment of status.
116-HB3776,117-HB457,"To prohibit Executive agencies from using the derogatory term ""alien"" to refer to an individual who is not a citizen or national of the United States, to amend chapter 1 of title 1, United States Code, to establish a uniform definition for the term ""foreign national"", and for other purposes."
116-HB5917,117-HB2282,To repeal certain impediments to the administration of the firearms laws.
116-HB4955,117-HB1857,"To amend the Federal Food, Drug, and Cosmetic Act to clarify the meaning of a new chemical entity."
116-HB3562,117-HB1768,"To amend the Richard B. Russell National School Lunch Act to reauthorize the farm to school program, and for other purposes."
116-HB8870,117-HB36,To repeal the National Voter Registration Act of 1993.
116-HB2531,117-HB3240,"To require the Secretary of the Interior and the Secretary of Agriculture to more efficiently develop domestic sources of the minerals and mineral materials of strategic and critical importance to the economic and national security and manufacturing competitiveness of the United States, and for other purposes."
116-HB6536,117-HB3997,To amend the Richard B. Russell National School Lunch Act to enhance direct certification under the school lunch program.
116-HB7344,117-HB1046,To require the Federal Communications Commission to provide broadband availability data to the Department of the Interior.
116-HB9017,117-HB6500,To temporarily allow a deduction for the trade or business expenses of employees.
116-HB8639,117-HB7254,"To authorize the Secretary of Health and Human Services to award grants to States and political subdivisions of States to hire, employ, train, and dispatch mental health professionals to respond in lieu of law enforcement officers in emergencies involving one or more persons with a mental illness or an intellectual or developmental disability, and for other purposes."
116-HB8321,117-HB683,To promote diversity in the national apprenticeship system.
116-HB9022,117-HB7605,"To amend chapter 22 of title 44, United States Code, to ensure Presidential records are preserved, duly created when non-official electronic messaging accounts are used, and made available to the public and the next administration in a timely fashion to advance national security and accountability, and for other purposes."
116-HB7138,117-HB2057,To amend the Higher Education Act of 1965 to require program participation agreements between institutions of higher education and Hanban if a Confucius Institute operates on the campus of the institution.
116-HB7113,117-HB728,"To amend the Public Health Service Act to establish an Emergency Office of Manufacturing for Public Health, and for other purposes."
116-HB8031,117-HB378,"To amend title 18, United States Code, to increase the maximum term of imprisonment for rioting, and for other purposes."
116-HB3108,117-HB9498,"To amend the Higher Education Act of 1965 to provide for a teacher leader development program, and for other purposes."
116-HB8610,117-HB7193,"To withdraw normal trade relations treatment from, and apply certain provisions of title IV of the Trade Act of 1974 to, products of the People's Republic of China, and to expand the eligibility requirements for products of the People's Republic of China to receive normal trade relations treatment in the future, and for other purposes."
116-HB5718,117-HB3979,"To establish a refund effective date for rates and charges under the Natural Gas Act, and for other purposes."
116-HB8333,117-HB2515,"To amend the National Environmental Policy Act of 1969 to clarify ambiguous provisions, align the Act with relevant case law, reflect modern technologies, optimize interagency coordination, and facilitate a more efficient, effective, and timely environmental review process."
116-HB8719,117-HB285,"To amend section 230 of the Communications Act of 1934 to limit the immunity of providers and users of interactive computer services under such section, and for other purposes."
116-HB8400,117-HB7982,"To amend the Higher Education Act of 1965 to allow certain Federal student loans to be transferred from a parent to a child, and for other purposes."
116-HB4346,117-HB1505,"To amend the Mineral Leasing Act to make certain adjustments to the regulation of surface-disturbing activities and to protect taxpayers from unduly bearing the reclamation costs of oil and gas development, and for other purposes."
116-HB8519,117-HB2283,"To authorize the Secretary of Education to award grants to eligible entities to carry out educational programs that include the history of peoples of Asian and Pacific Islander descent in the settling and founding of America, the social, economic, and political environments that led to the development of discriminatory laws targeting Asians and Pacific Islanders and their relation to current events, and the impact and contributions of Asian Americans to the development and enhancement of American life, United States history, literature, the economy, politics, body of laws, and culture, and for other purposes."
116-HB7543,117-HB2295,"To amend title VII of the Public Health Service Act to provide for a loan repayment program for the HIV clinical and dental workforce, and for other purposes."
116-HB4582,117-HB440,"To amend the Alaska Native Claims Settlement Act to provide that Alexander Creek, Alaska, is and shall be recognized as an eligible Native village under that Act, and for other purposes."
116-HB6587,117-HB4654,To prohibit the creation and use of fake social media accounts or profiles and the sending of fraudulent emails or other electronic messages.
116-HB4586,117-HB505,"To expand opportunity for Native American children through additional options in education, and for other purposes."
116-HB8632,117-HB3892,"To direct the Secretary of Commerce, acting through the Administrator of the National Oceanic and Atmospheric Administration, to provide for ocean-based climate solutions to reduce carbon emissions and global warming; to make coastal communities more resilient; and to provide for the conservation and restoration of ocean and coastal habitats, biodiversity, and marine mammal and fish populations; and for other purposes."
116-HB8736,117-HB1905,"To amend the Federal Food, Drug, and Cosmetic Act to allow the sponsor of a drug to use a non-animal test as an alternative to an animal test for purposes of demonstrating the safety and effectiveness of a drug if such approach satisfies the requirements of the applicable statutes and regulations."
116-HB3620,117-HB1728,"To provide rental assistance to low-income tenants in certain multifamily rural housing projects financed by the Rural Housing Service of the Department of Agriculture, and to develop and implement a plan for preserving the affordability of rural rental housing, and for other purposes."
