116th Bill Name,117th Bill Name,Cosine Score,Matches,Short Title,Long Title
116-HB4166,117-HB6976,0.9499808629151723,short,Safe Landings Act,
116-HB1013,117-HB531,0.9335875182483592,short,ICE and CBP Body Camera Accountability Act,
116-HB4677,117-HB5990,0.9410501610871436,short,Dual Credit Innovation Act,
116-HB5303,117-HB479,0.9448942415265631,short & long,California Central Coast Conservation Act,To establish a moratorium on oil and gas leasing on public land on the Central Coast of California.
116-HB8648,117-HB1527,0.9474252282411891,long,,"To establish the Homeland Security Investigations victim assistance program, and for other purposes."
116-HB4589,117-HB9117,0.9263293831819042,short,To make permanent the authority of the Secretary of Veterans Affairs to make grants for the transportation of highly rural veterans to medical care.,
116-HB3751,117-HB4725,0.9623575257347922,short,No Student Loan Interest Act,
116-HB1896,117-HB5210,0.9399861467300168,short,Supporting Children of the National Guard and Reserve Act,
116-HB612,117-HB760,0.9587982816082813,short,Securing Our Borders and Wilderness Act,
116-HR909,117-HR90,0.9642554747630266,short,Supporting an international investigation into the handling by the Government of the People's Republic of China of COVID-19 and the impact thereof on the people of the United States and other nations.,
116-HB9002,117-HB4952,0.944511102903314,long,,To amend title XIX of the Social Security Act to provide States an option to cover a children's program of all-inclusive coordinated care (ChiPACC) under Medicaid program.
116-HB899,117-HB899,0.8912273517255735,short,To terminate the Department of Education.,
116-HB3365,117-HB5570,0.9756641844461776,short,Commission of Fine Arts District of Columbia Home Rule Act,
116-HB8809,117-HB8072,0.9565708940045102,long,,"To review the termination characterization of former employees of the Department of State who were fired by reason of the sexual orientation of such employees, and for other purposes."
116-HB5521,117-HB7387,0.9892944891920232,short,"To amend title 40, United States Code, to permit commercial filmmaking and photography on the United States Capitol grounds, and for other purposes.",
116-HB6217,117-HB2336,0.9476876748504727,long,,"To authorize the establishment of HOPE Account Pilot Projects, HOPE Action Plans Pilot Projects, and competitive grants for pilot projects."
116-HB5498,117-HB300,0.9717399108047521,long,,"To amend title 46, United States Code, to allow transportation of merchandise in noncontiguous trade on foreign-flag vessels, and for other purposes."
116-HB3341,117-HB4051,0.9710248526073294,short & long,Opioid Treatment Providers Act,To make opioid treatment programs eligible for grants under section 2008 of the Social Security Act.
116-HB7318,117-HB3633,0.9237651308637144,short,Greener Transportation for Communities Act,
116-HB4451,117-HB6596,0.9476538102978868,short,S.O.S. Veterans Caregivers Act Support Our Services to Veterans Caregivers Act,
116-HB8219,117-HB876,0.9375258266324875,long,,"To direct the Under Secretary for Health of the Department of Veterans Affairs to provide certain information to Department of Veterans Affairs medical center staff and homelessness service providers regarding the Coordinated Entry program, and for other purposes."
116-HB883,117-HB2766,0.9124964798108826,short,Families Belong Together Act,
116-HB4426,117-HB6573,0.9766617181596299,short & long,Office of Technology Assessment Improvement and Enhancement Act,"To rename the Office of Technology Assessment as the Congressional Office of Technology, to revise the functions and duties of the Office, and for other purposes."
116-HB4766,117-HB628,0.9898604385846104,long,,"To amend title 46, United States Code, to exclude certain aquaculture workers from treatment as seamen for the purpose of liability in the event of injury or death, and for other purposes."
116-HB2294,117-HB4547,0.9285120273728725,long,,"To amend the Employee Retirement Income Security Act of 1974 to establish additional criteria for determining when employers may join together in a group or association of employers that will be treated as an employer under section 3(5) of such Act for purposes of sponsoring a group health plan, and for other purposes."
116-HB1628,117-HB2530,0.9296013496108914,short,Enewetak Atoll Cleanup Radiation Study Act,
116-HB2192,117-HB3603,0.974843077952086,short,Defenders of Bataan and Corregidor Congressional Gold Medal Act,
116-HB6552,117-HB616,0.9485961067162019,short,Emergency Water is a Human Right Act,
116-HB4762,117-HB3328,0.9359448187887274,short,Fair Investment Opportunities for Professional Experts Act,
116-HB869,117-HB1477,0.930115665427554,short & long,Undetectable Firearms Modernization Act,To modernize the Undetectable Firearms Act of 1988.
116-HJR68,117-HJR78,0.9465128379719168,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR55,117-HJR78,0.9571169515341653,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR22,117-HJR78,0.9706462784571255,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR99,117-HJR78,0.9477012258427737,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR6,117-HJR78,0.9554312482001377,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR108,117-HJR78,0.9563458153307987,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR51,117-HJR78,0.9342201965546428,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HB4797,117-HB1315,0.9426970818837741,short,Restoring Access Through Identification Act,
116-HCR113,117-HR657,0.9413881573494092,short,"Expressing the sense of Congress regarding the achievements of Tejano music artists such as Freddy Fender, Roberto Pulido, Flaco Jimenez, and Selena Quintanilla, in recognition of their contributions to the cultural heritage and diversity of the United States.",
116-HB8552,117-HB4596,0.9564394744835617,short & long,Student Records Protection Act,"To amend the Higher Education Act of 1965 to require institutions of higher education to establish record-management plans in order to be accredited or continue to be accredited, and for other purposes."
116-HB3745,117-HB3279,0.942809817543599,long,,"To provide physical standards and reform the inspection process for housing assisted under section 8 of the United States Housing Act of 1937, and for other purposes."
116-HB2186,117-HB2160,0.9770219908593931,short,Student Loan Refinancing Act,
116-HB8514,117-HB4797,0.898826083998774,short,Student Loan Relief Act,
116-HB1677,117-HB1244,0.9929357773049617,short,To repeal certain foreign affairs reporting requirements.,
116-HB303,117-HB303,0.7705535859827045,short,Retired Pay Restoration Act,
116-HB7936,117-HB2042,0.9452691617219386,short,Federal Employee Access to Information Act,
116-HB5450,117-HB8097,0.9572727494878396,short,"Cleaner, Quieter Airplanes Act",
116-HB7435,117-HB1600,0.9561563416275829,short,Methane Emissions Reduction Act,
116-HR1029,117-HR406,0.9700648316709302,short & long,Congressional Inherent Contempt Resolution,"Amending the Rules of the House of Representatives with respect to the enforcement of committee subpoenas to executive branch officials, and for other purposes."
116-HB2375,117-HB2891,0.9347822281717935,short & long,Preserve Access to Affordable Generics and Biosimilars Act,"To prohibit prescription drug companies from compensating other prescription drug companies to delay the entry of a generic drug, biosimilar biological product, or interchangeable biological product into the market."
116-HB3359,117-HB4052,0.9868180860092044,short,National Adoption and Foster Care Home Study Act,
116-HB2789,117-HB317,0.8870853483670081,short,To amend the Public Health Service Act to establish a health insurance Federal Invisible Risk Sharing Program.,
116-HB375,117-HB4352,0.9598416034997839,short,"To amend the Act of June 18, 1934, to reaffirm the authority of the Secretary of the Interior to take land into trust for Indian Tribes, and for other purposes.",
116-HB5204,117-HB7370,0.9523043368472668,short,Student Mental Health Rights Act,
116-HB166,117-HB166,0.9505708988019177,short,Fair Lending for All Act,
116-HJR35,117-HJR28,0.978174555969433,short,Proposing an amendment to the Constitution of the United States relative to equal rights for men and women.,
116-HB3145,117-HB3629,0.9909780534154646,short,PARK IT Act Protecting Americans from the Risks of Keyless Ignition Technology Act,
116-HB6721,117-HB1843,0.9153212063521629,short,COVID–19 Hate Crimes Act,
116-HB765,117-HB753,0.9877545346891595,short & long,"Serve the People, Not the Swamp Act","To prohibit congressional recesses until Congress adopts a concurrent resolution on the budget that results in a balanced Federal budget by the last fiscal year covered by such resolution, to establish a 5-year ban on individuals appointed to Executive Schedule positions and Members of Congress engaging in lobbying activities at the Federal level, to provide for the termination of further retirement coverage for Members of Congress under the Federal Employees Retirement System, and for other purposes."
116-HB3988,117-HB3951,0.9384770277093791,short,"To amend the 400 Years of African-American History Commission Act to extend the 400 Years of African-American History Commission, and for other purposes.",
116-HB2126,117-HB3458,0.946556706356841,short,State and Local Pensions Accountability and Security Act,
116-HB8765,117-HB1150,0.9874059268379244,short & long,Modernizing America’s Apprenticeship Act,To codify the Industry-Recognized Apprenticeship Programs of the Department of Labor.
116-HB4316,117-HB4667,0.9601654215992217,short,Public School Emergency Relief Act,
116-HB4280,117-HB3763,0.9528827330227237,long,,"To amend title XVI of the Social Security Act to update eligibility for the supplemental security income program, and for other purposes."
116-HJR64,117-HJR16,0.906439252704536,short,"Providing for congressional disapproval of the proposed transfer to the Kingdom of Saudi Arabia, the United Kingdom of Great Britain and Northern Ireland, the Kingdom of Spain, and the Italian Republic of certain defense articles and services.",
116-HB2992,117-HB6952,0.9529820615536243,short,RAISE Act Rewarding Achievement and Incentivizing Successful Employees Act,
116-HB3797,117-HB5657,0.9764848930910444,short,Medical Marijuana Research Act,
116-HB1721,117-HB910,0.9333670586935481,short,Veterans Healthcare Improvement Act,
116-HCR44,117-HCR72,0.9376008568355563,short,"Directing the Joint Committee on the Library to revise the statue commemorating women's suffrage which is located in the rotunda of the United States Capitol, commonly known as the ""Portrait Monument"", by placing on the statue an inscription which is based on the original inscription which was on the statue when the statue was delivered to the United States Capitol in 1921, and for other purposes.",
116-HB8568,117-HB828,0.980217564076246,short & long,PREPARE LTC Act Promoting Restoration of Emergency Preparedness and Advancing Response to Epidemics in Long-Term Care Act,"To amend title XVIII and title XIX of the Social Security Act to codify certain infection control and emergency preparedness regulations, to prohibit a reduction in the frequency of surveys of skilled nursing facilities and nursing facilities, to prohibit the waiver of certain reporting requirements, and for other purposes."
116-HB6204,117-HB2192,0.9592411955172936,long,,"To provide for recovery by individuals who were stationed, lived, or worked at Camp Lejeune, for certain actions of omissions by the United States."
116-HB6236,117-HB6978,0.9484119487000984,long,,"To amend the Higher Education Act of 1965 to provide for certain freedom of association protections, and for other purposes."
116-HB3128,117-HB6978,0.9413800552404076,short,Collegiate Freedom of Association Act,
116-HB7386,117-HB3333,0.9535736222051937,long,,"To ensure that federally backed financing for the construction, rehabilitation, or purchase of manufactured home communities is available only for communities whose owner has implemented minimum consumer protections in the lease agreements with residents of all manufactured home communities owned by such owner, and for other purposes."
116-HB3682,117-HB5493,0.9281417254824321,short,Land Grant-Mercedes Traditional Use Recognition and Consultation Act,
116-HB6046,117-HB3478,0.8583533765216037,short,Castle Pines Community Act,
116-HR278,117-HR411,0.948014246807969,short,Expressing the sense of the House of Representatives to recognize the crisis of violence against Native women.,
116-HB7556,117-HB7504,0.976507172324345,short,To amend the Internal Revenue Code of 1986 to make a portion of research credit refundable for certain small businesses engaging in specified medical research.,
116-HB2504,117-HB2249,0.942726907813884,short,Willie O’Ree Congressional Gold Medal Act,
116-HB8177,117-HB2934,0.9678158690668166,short,RAISE Act Renal Anemia Innovation Support and Expansion Act,
116-HB749,117-HB1147,0.9667560500546446,short,Veterans Right to Expediency Act,
116-HB5985,117-HB5207,0.9331790725833922,short,Foreign Robocall Elimination Act,
116-HB2313,117-HB4647,0.9597930512001421,short,Water Conservation Rebate Tax Parity Act,
116-HB113,117-HB8071,0.9387762603592785,short,All-American Flag Act,
116-HR676,117-HR113,0.9551201885129046,short,Expressing the sense of the House of Representatives that the United States should formally withdraw from the Paris Agreement.,
116-HB8642,117-HB318,0.9544531410694628,long,,"To amend title XVIII to provide coverage and payment for certain tests and assistive telehealth consultations during the COVID-19 emergency period, and for other purposes."
116-HB1853,117-HB4778,0.9510002069637481,short,District of Columbia Courts Vacancy Reduction Act,
116-HB7873,117-HB4049,0.9005807285543808,long,,"To amend the Public Health Service Act to give a preference, with respect to project grants for preventive health services, for States that allow trained individuals to carry and administer epinephrine, and for other purposes."
116-HB3723,117-HB4712,0.984600851570439,short,Desalination Development Act,
116-HB577,117-HB1078,0.9737895191529743,short,Prohibiting Perks and Privileges Act,
116-HB784,117-HB1080,0.9883818705187075,short,Pain-Capable Unborn Child Protection Act,
116-HB8939,117-HB1080,0.9765040291115693,long,,"To amend title 18, United States Code, to protect pain-capable unborn children, and for other purposes."
116-HB3370,117-HB4780,0.9853321683753696,short,Refuge System Protection Act,
116-HB8392,117-HB2352,0.9442968865978436,short,Honoring National Recovery Month Act,
116-HB3064,117-HB9120,0.9664407032986287,short,Baltic Reassurance Act,
116-HB7495,117-HB1987,0.9762107594492737,short & long,WORK NOW Act Work Opportunities and Resources to Keep Nonprofit Organizations Well Act,"To help charitable nonprofit organizations provide services to meet the increasing demand in community needs caused by the coronavirus pandemic, preserve and create jobs in the nonprofit sector, reduce unemployment, and promote economic recovery."
116-HB2867,117-HB748,0.9817413261874075,short & long,Ethan's Law,"To amend chapter 44 of title 18, United States Code, to require the safe storage of firearms, and for other purposes."
116-HB1162,117-HB1015,0.9395229969100682,short,Water Recycling Investment and Improvement Act,
116-HB5774,117-HB5938,0.9847252906296371,short,Veterans HOPE Act Veterans Heroin Overdose Prevention Examination Act,
116-HB1802,117-HB845,0.9774863879751431,short,VA Billing Accountability Act,
116-HR49,117-HR117,0.9201882762691905,short,Supporting Coptic Christians in Egypt.,
116-HB8739,117-HB7093,0.9868240385629075,short,"To withdraw certain Federal land in the San Bernardino National Forest in California from location, entry, and patent under mining laws, and for other purposes.",
116-HB8738,117-HB7093,0.9351195225255358,short,"To withdraw certain Federal land in the San Bernardino National Forest in California from location, entry, and patent under mining laws, and for other purposes.",
116-HB3497,117-HB2037,0.8823208092038908,long,,To extend Federal Pell Grant eligibility of certain short-term programs.
116-HB4948,117-HB506,0.8897220498502951,long,,To provide for the effective use of immigration detainers to enhance public safety.
116-HR733,117-HR97,0.9110942463091897,short,Reaffirming the importance of the United States relationship with the Dominican Republic.,
116-HB7279,117-HB5554,0.9176560863869071,long,,"To amend title 11 of the United States Code to prohibit the payment of bonuses to highly compensated individuals employed by the debtor and insiders of the debtor to perform services during the bankruptcy case, and for other purposes."
116-HR881,117-HR1008,0.9286550657372811,short,Supporting the goals and ideals of National Women's History Month.,
116-HR171,117-HR1008,0.9281134256357476,short,Supporting the goals and ideals of National Women's History Month.,
116-HB8681,117-HB6997,0.9586500938035927,short,Stopping the Fraudulent Sales of Firearms Act,
116-HB469,117-HB3415,0.9481300170271276,short,"To require the use of replacement cost value in determining the premium rates for flood insurance coverage under the National Flood Insurance Act, and for other purposes.",
116-HB9067,117-HB3543,0.8716085771234212,long,,To establish an office within the Department of Commerce to coordinate all non-defense related deployment and activities related to blockchain technology within the Federal Government.
116-HB2201,117-HB2269,0.9626884684844067,short,"To modify the presumption of service connection for veterans who were exposed to herbicide agents while serving in the Armed Forces in Thailand during the Vietnam era, and for other purposes.",
116-HB3249,117-HB2291,0.9267882071300487,short,Financing Our Energy Future Act,
116-HB2083,117-HB2915,0.9396919783876975,short,HOPR Act Homeland Procurement Reform Act,
116-HB5889,117-HB1790,0.9319420650584382,short,Fair Indexing for Health Care Affordability Act,
116-HB5291,117-HB1790,0.9680417237779382,short,Fair Indexing for Health Care Affordability Act,
116-HB7621,117-HB2761,0.957735172064315,short,Comprehensive National Mercury Monitoring Act,
116-HB5434,117-HB3281,0.9789140549233324,short,RPM Act of 2019 Recognizing the Protection of Motorsports Act of 2019,
116-HB2351,117-HB4068,0.8992601081723658,short,Protecting Airport Communities from Particle Emissions Act,
116-HB1153,117-HB3779,0.9281944532145072,short,Reaching English Learners Act,
116-HB7577,117-HB4700,0.956940654918647,short,Transition for Success Act,
116-HB6854,117-HB8696,0.9669811648478223,short,Stop Scam PACs Act,
116-HB4949,117-HB293,0.9429257447751102,short,VA Hospitals Establishing Leadership Performance Act,
116-HB179,117-HB247,0.9473200343363697,short,"Acre In, Acre Out Act",
116-HB1413,117-HB4544,0.9385845142707848,short,WORK Act Workforce Opportunity Realignment Kickstart Act,
116-HB1724,117-HB6666,0.9912657741575228,long,,To amend the Higher Education Act of 1965 to improve the financial aid process for homeless and foster care youth.
116-HB4243,117-HB769,0.9062718895087998,short,Rural MOMS Act Rural Maternal and Obstetric Modernization of Services Act,
116-HB1632,117-HB1083,0.9445740761918121,short,Southeast Asia Strategy Act,
116-HB8990,117-HB6746,0.9416635954308451,short & long,Lifetime Income For Employees Act,"To amend the Employee Retirement Income Security Act of 1974 to permit default investment arrangements in annuities, and for other purposes."
116-HR429,117-HR624,0.9647535675786477,short,"Affirming the right of all renters to a safe, affordable, and decent home.",
116-HB399,117-HB580,0.9712597327418361,short,PATH Act Pre-Apprenticeships To Hardhats Act,
116-HB1685,117-HB2274,0.8710352597519295,long,,"To amend the Higher Education Act of 1965 to improve education opportunities for physician assistants, and for other purposes."
116-HB1306,117-HB2016,0.9545391160531318,short,Federal Disaster Assistance Coordination Act,
116-HB6434,117-HB3329,0.9487298228367343,short,Small Transit Communities Modernization Act,
116-HB3355,117-HB9149,0.9419443206168188,short,Reward Work Act,
116-HB7365,117-HB1152,0.9479556369167383,short,Green Buses for Every Community Act,
116-HB6845,117-HB617,0.9556997625876603,short,No Coronavirus Copays for Veterans Act,
116-HB6401,117-HB1579,0.952034362681858,short,Ban Conflicted Trading Act,
116-HB5343,117-HB673,0.937622164621801,short,Hazel M. Johnson Memorial Stamp Act,
116-HB6623,117-HB1009,0.9653891605847825,short,COVID–19 Language Access Act,
116-HR38,117-HR45,0.9796866558409667,short,Supporting the goals and ideals of Korean American Day.,
116-HB2541,117-HB451,0.8672189955464632,short,BUILD Act Building United States Infrastructure and Leveraging Development Act,
116-HB7375,117-HB5598,0.9235415731076411,short,Access to Small Business Investor Capital Act,
116-HB9052,117-HB302,0.9625170847160752,long,,"To impose limits on excepting competitive service positions from the competitive service, and for other purposes."
116-HB8854,117-HB2624,0.9819197475020949,short,Aerospace Debris Safety Act,
116-HR1223,117-HR813,0.9015409193711135,short,Supporting the goals of World AIDS Day.,
116-HR401,117-HR448,0.9676328394282766,short,Recognizing the significance of Asian/Pacific American Heritage Month in May as an important time to celebrate the significant contributions of Asian Americans and Pacific Islanders to the history of the United States.,
116-HR983,117-HR448,0.9723670183810911,short,Recognizing the significance of Asian/Pacific American Heritage Month in May as an important time to celebrate the significant contributions of Asian Americans and Pacific Islanders to the history of the United States.,
116-HB6495,117-HB265,0.9398967423396517,short,Insular Area Medicaid Parity Act,
116-HB7249,117-HB1129,0.9641938670646211,short & long,Our Money in China Transparency Act,"To require annual reporting on the availability of Federal funds to persons and entities of China and activities conducted in collaboration with China, and for other purposes."
116-HB7792,117-HB2849,0.9337664526824299,short,Abortion Providers Loan Elimination Act,
116-HR275,117-HR285,0.9627175931653474,short,"Supporting the goals and ideals of ""Financial Literacy Month"".",
116-HB8152,117-HB1766,0.9589874238087046,long,,"To enhance cooperation between the Federal Trade Commission and State Attorneys General to combat unfair and deceptive practices, and for other purposes."
116-HB5656,117-HB1980,0.9737408992702017,long,,To amend the Fair Labor Standards Act of 1938 to provide compensatory time for employees in the private sector.
116-HB3992,117-HB3765,0.9748430440993474,short,Disability Employment Incentive Act,
116-HB1523,117-HB752,0.9766010582180511,short,"To amend the Ethics in Government Act of 1978 to require Federal political appointees to sign a binding ethics pledge, and for other purposes.",
116-HR292,117-HR253,0.9231107655585488,short,Celebrating the heritage of Romani Americans.,
116-HB7698,117-HB91,0.9536452117131866,short,"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the ""Private First Class Barrett Lyle Austin Post Office Building"".",
116-HB1442,117-HB635,0.9548326763461517,short,PROVE Act Pre-Registration Of Voters Everywhere Act,
116-HB2492,117-HB1851,0.851709770096585,short,St. Mary's Reinvestment Act,
116-HB2518,117-HB6137,0.9803128779165814,short,"MAKERS Act Making Advances Kinetic Education, Research, and Skills Act",
116-HB4810,117-HB2355,0.9661369759429131,long,,"To facilitate responsible, informed dispensing of controlled substances and other prescribed medications, and for other purposes."
116-HB7826,117-HB3335,0.9802012463459033,long,,To amend the Wire Act to clarify that gambling on commercial greyhound racing and field coursing using wire communication technology is prohibited.
116-HJR79,117-HJR17,0.9727096519294839,short,Removing the deadline for the ratification of the equal rights amendment.,
116-HJR38,117-HJR17,0.9743297603112229,short,Removing the deadline for the ratification of the equal rights amendment.,
116-HB2153,117-HB4134,0.9094851855004583,short,Keeping Girls in School Act,
116-HB463,117-HB2214,0.9694365801939852,short,Military Retiree Survivor Comfort Act,
116-HB8981,117-HB1235,0.9702770993939046,short & long,Charlotte Woodward Organ Transplant Discrimination Prevention Act,To prohibit discrimination on the basis of mental or physical disability in cases of anatomical gifts and organ transplants.
116-HB6104,117-HB2187,0.9682547145502458,short,Truck Parking Safety Improvement Act,
116-HB8523,117-HB838,0.9699517543881628,short,Supporting Children with Disabilities During COVID–19 Act,
116-HB2710,117-HB4809,0.9253252331631294,short,Patient Access to ESRD New Innovative Devices Act,
116-HCR26,117-HR254,0.9547528123401378,short,Expressing the sense of the Congress that the Parthenon Marbles should be returned to Greece.,
116-HB7843,117-HB2049,0.9510316292079755,long,,"To amend the Forest and Rangeland Renewable Resources Planning Act of 1974 to promote reforestation following unplanned events on Federal land, and for other purposes."
116-HR388,117-HR405,0.9543918438321328,short,"Supporting the goals and ideals of the International Day Against Homophobia, Transphobia, and Biphobia.",
116-HR1148,117-HR331,0.5531537168515935,short,Raising a question of the privileges of the House.,
116-HR304,117-HR331,0.5793681662338108,short,Raising a question of the privileges of the House.,
116-HR53,117-HR331,0.6564453330174412,short,Raising a question of the privileges of the House.,
116-HR789,117-HR331,0.5575662145889783,short,Raising a question of the privileges of the House.,
116-HR1063,117-HR331,0.5769453837625613,short,Raising a question of the privileges of the House.,
116-HR832,117-HR331,0.9719018351654222,short,Raising a question of the privileges of the House.,
116-HB7526,117-HB5362,0.6654244820041882,short,Stop Foreign Payoffs Act,
116-HB996,117-HB1285,0.910267414247888,short,Dental Loan Repayment Assistance Act,
116-HB3838,117-HB4837,0.938287426192905,short,Honoring Family-Friendly Workplaces Act,
116-HB7749,117-HB2031,0.9299129878815148,short,To amend the Internal Revenue Code of 1986 to encourage the transfer of intangible property from controlled foreign corporations to United States shareholders.,
116-HB6643,117-HB786,0.9603592440853439,short,Supporting State and Local Leaders Act,
116-HB8240,117-HB3600,0.9555817049942728,short,Route 66 National Historic Trail Designation Act,
116-HB5959,117-HB2640,0.9284338936448362,short,Union Member Protection Act,
116-HB1577,117-HB181,0.9470562031716352,short,VA Procurement Efficiency and Transparency Act,
116-HB3819,117-HB3956,0.9561111610138938,short,Climate and Health Protection Act,
116-HB5623,117-HB6909,0.9410124978216793,short,For the relief of Tetyana Zvarychuk.,
116-HB8491,117-HB5431,0.8918174802565703,short & long,Designating the Chinese Communist Party as a Transnational Organized Crime Group Act,To designate the Chinese Communist Party (CCP) as a transnational organized crime group.
116-HB8587,117-HB996,0.9555816934384795,short & long,Congress Commission Act,To establish a commission to make recommendations on the appropriate size of membership of the House of Representatives and the method by which Members are elected.
116-HB4611,117-HB587,0.967048977688659,short,Ocean Pollution Reduction Act II,
116-HB8871,117-HB525,0.9912764207775815,long,,To provide for an emergency increase in Federal funding to State Medicaid programs for expenditures on home and community-based services.
116-HB5575,117-HB3550,0.9571757276958851,long,,"To amend the Employee Retirement Income Security Act of 1974, title XXVII of the Public Health Service Act, and the Internal Revenue Code of 1986 to require group health plans and health insurance issuers offering group or individual health insurance coverage to provide for 3 primary care visits and 3 behavioral health care visits without application of any cost-sharing requirement."
116-HB6038,117-HB7853,0.9778357306763592,short & long,Aviation-Impacted Communities Act,"To require the Federal Aviation Administration to provide funding for noise mitigation, and for other purposes."
116-HJR20,117-HJR18,0.9908303779712229,short,Proposing an amendment to the Constitution of the United States to limit the number of terms that a Member of Congress may serve.,
116-HB5540,117-HB4224,0.959568012574658,short,PFAS Transparency Act,
116-HB4030,117-HB2022,0.8735639038412585,short,Asylum Abuse Reduction Act,
116-HB5659,117-HB6219,0.9606256856081553,short,Protecting Community Television Act,
116-HR1234,117-HR814,0.9202511058922542,short,Supporting the goals and principles of Transgender Day of Remembrance of memorializing the lives lost this year to antitransgender violence.,
116-HCR90,117-HCR41,0.9330817272446533,short,Authorizing the use of the Capitol Grounds for the National Peace Officers Memorial Service and the National Honor Guard and Pipe Band Exhibition.,
116-HCR16,117-HCR41,0.9571514925098468,short,Authorizing the use of the Capitol Grounds for the National Peace Officers Memorial Service and the National Honor Guard and Pipe Band Exhibition.,
116-HB6169,117-HB3113,0.9380462209271682,short,Modernizing Access to Our Public Land Act,
116-HB2832,117-HB7220,0.9691968584932036,short,Frank Adelmann Manufactured Housing Community Sustainability Act,
116-HB1749,117-HB1476,0.9617509957680398,short,PFC Joseph P. Dwyer Peer Support Program Act,
116-HB4972,117-HB3803,0.9871796362445715,short,"For the relief of Ted Simonson and Reoforce, Inc.",
116-HB7857,117-HB2977,0.9728889002733352,short,CAN Act Connect America Now Act,
116-HR1102,117-HR104,0.9907413144720859,short,"Recognizing the duty of the Federal Government to implement an agenda to Transform, Heal, and Renew by Investing in a Vibrant Economy (""THRIVE"").",
116-HB7280,117-HB2711,0.9259596129660391,short,To amend the Internal Revenue Code of 1986 to provide an exclusion from gross income for certain wastewater management subsidies.,
116-HB5330,117-HB2537,0.9875761289012458,short,Consumer Protection for Medical Debt Collections Act,
116-HB2900,117-HB1591,0.9304664869648351,short,Chief Manufacturing Officer Act,
116-HB7793,117-HB5484,0.9863081539246836,short,Financial Compensation for CFPB Whistleblowers Act,
116-HB5550,117-HB4463,0.9851318211367465,short,PFAS Safe Disposal Act,
116-HB6992,117-HB2341,0.9576929698235922,short,Bring Jobs Home Act,
116-HB155,117-HB95,0.963478509393904,short,Hearing Protection Act,
116-HB4438,117-HB2832,0.957854150498766,short,Don’t Tax Higher Education Act,
116-HB2961,117-HB6181,0.9223321651994333,short,Samish Indian Nation Land Reaffirmation Act,
116-HB7184,117-HB362,0.9367996548166637,short,U.S. Citrus Protection Act,
116-HB6794,117-HB618,0.9360028070792438,long,,"To promote access to mortgage credit during the COVID-19 pandemic by preventing restrictions on providing Federal backing for single-family mortgage loans in forbearance, and for other purposes."
116-HB437,117-HB568,0.9128546588762673,short,Safe RESEARCH Act Safe Responsible Ethical Scientific Endeavors Assuring Research for Compassionate Healthcare Act,
116-HB162,117-HB347,0.9764933982083158,short,Presidential Tax Transparency Act,
116-HB3794,117-HB3326,0.8264235947258878,long,,"To promote the development of renewable energy on public lands, and for other purposes."
116-HB7277,117-HB732,0.94084262062734,short,Unconscionable Pricing Act,
116-HB4738,117-HB3229,0.9678716157622116,short,Pregnancy Discrimination Amendment Act,
116-HB8286,117-HB1214,0.913972081189708,short,Countering Chinese Propaganda Act,
116-HJR68,117-HJR77,0.9851590928554744,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR55,117-HJR77,0.924673366822154,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR22,117-HJR77,0.9484035759920422,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR99,117-HJR77,0.9834415322268852,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR6,117-HJR77,0.9358053757544011,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR108,117-HJR77,0.9250702120681116,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HJR51,117-HJR77,0.9764112143625533,short,Proposing a balanced budget amendment to the Constitution of the United States.,
116-HB3254,117-HB3701,0.9087996001214904,short,PIPE Act Protecting Infrastructure and Promoting the Economy Act,
116-HB5108,117-HB4930,0.9703340154985077,short,SHHH Act Southbound HUSSH and NIITE Help Households Act,
116-HB8018,117-HB6503,0.9757309438327624,short & long,District of Columbia Special Elections Home Rule Act,To amend the District of Columbia Home Rule Act to permit the District of Columbia to establish the timing of special elections for local office in the District of Columbia.
116-HB89,117-HB62,0.9282734837073406,short,Improving Science in Chemical Assessments Act,
116-HR755,117-HR26,0.942620687521773,short,"Impeaching Donald John Trump, President of the United States, for high crimes and misdemeanors.",
116-HR13,117-HR26,0.8994426635202195,short,"Impeaching Donald John Trump, President of the United States, for high crimes and misdemeanors.",
116-HB8410,117-HB2561,0.8949301633407813,long,,"To require the appropriate Federal banking agencies to establish a 3-year phase-in period for de novo financial institutions to comply with Federal capital standards, to provide relief for de novo rural community banks, and for other purposes."
116-HB5264,117-HB3955,0.955592829882393,short,It’s About Time Act,
116-HB4074,117-HB2068,0.9402698478974653,short,CLAIM Act Clarifying Law Around Insurance of Marijuana Act,
